,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_svc__C,param_svc__gamma,param_svc__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.035405635833740234,0.005801988983911665,0.0048045158386230465,0.0010689096668247725,0.85,0.1,scale,linear,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.6415094339622641,0.6046511627906976,0.7083333333333334,0.7804878048780488,0.6,0.6669963469928688,0.06872273669177688,61
1,0.044270563125610354,0.006263917711594941,0.006266593933105469,0.0017527531134921945,0.85,0.1,scale,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
2,0.038372468948364255,0.006365422020042857,0.005656576156616211,0.00081884717955043,0.85,0.1,auto,linear,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'auto', 'svc__kernel': 'linear'}",0.6415094339622641,0.6046511627906976,0.7083333333333334,0.7804878048780488,0.6,0.6669963469928688,0.06872273669177688,61
3,0.04283885955810547,0.00457297041205307,0.0053806304931640625,0.0005284045747597712,0.85,0.1,auto,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
4,0.03820056915283203,0.005083435919129251,0.0042991161346435545,0.000481288952218853,0.85,0.5,scale,linear,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.5652173913043478,0.7346938775510204,0.7457627118644068,0.8,0.723404255319149,0.7138156472077848,0.07881324910408057,34
5,0.0404515266418457,0.0013188970403362084,0.005171585083007813,0.0008341205894236321,0.85,0.5,scale,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.6341463414634146,0.8695652173913043,0.7843137254901961,0.8695652173913043,0.7441860465116279,0.7803553096495695,0.08788374401281128,14
6,0.03423848152160645,0.0033228321623457535,0.0035846710205078127,0.0003163352370551612,0.85,0.5,auto,linear,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'auto', 'svc__kernel': 'linear'}",0.5652173913043478,0.7346938775510204,0.7457627118644068,0.8,0.723404255319149,0.7138156472077848,0.07881324910408057,34
7,0.043381261825561526,0.005097117306136062,0.00603017807006836,0.0019125892503103626,0.85,0.5,auto,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.6415094339622641,0.6,0.7586206896551724,0.0,0.0,0.40002602472348736,0.330737237805208,65
8,0.029767179489135744,0.0021074421438428,0.003379058837890625,0.0002758160415719791,0.85,1.0,scale,linear,"{'pca__n_components': 0.85, 'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.47619047619047616,0.7555555555555555,0.7272727272727273,0.75,0.7111111111111111,0.6840259740259741,0.10513660981299898,52
9,0.03783540725708008,0.001952070245003422,0.0044003486633300785,0.00018552695196017422,0.85,1.0,scale,rbf,"{'pca__n_components': 0.85, 'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.65,0.8888888888888888,0.8333333333333334,0.8695652173913043,0.7727272727272727,0.8029029424681597,0.08608522687167305,11
10,0.029194450378417967,0.0011162673912400683,0.0031042575836181642,0.0002916718377450734,0.85,1.0,auto,linear,"{'pca__n_components': 0.85, 'svc__C': 1, 'svc__gamma': 'auto', 'svc__kernel': 'linear'}",0.47619047619047616,0.7555555555555555,0.7272727272727273,0.75,0.7111111111111111,0.6840259740259741,0.10513660981299898,52
11,0.03753347396850586,0.0018520391220623513,0.004711627960205078,0.00037029332869931646,0.85,1.0,auto,rbf,"{'pca__n_components': 0.85, 'svc__C': 1, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.6415094339622641,0.6,0.7586206896551724,0.0,0.0,0.40002602472348736,0.330737237805208,65
12,0.030693626403808592,0.0036311724978200766,0.003617382049560547,0.00025009636651771684,0.85,5.0,scale,linear,"{'pca__n_components': 0.85, 'svc__C': 5, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.5217391304347826,0.7555555555555555,0.7547169811320755,0.8,0.7555555555555555,0.7175134445355938,0.09940837132859748,31
13,0.039800834655761716,0.0016118881688140549,0.004164505004882813,0.0004985337027060123,0.85,5.0,scale,rbf,"{'pca__n_components': 0.85, 'svc__C': 5, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.7555555555555555,0.8888888888888888,0.92,0.9387755102040817,0.8444444444444444,0.8695328798185941,0.0653244015738679,5
14,0.028714847564697266,0.0017487514680163037,0.003111743927001953,0.00019479539710012852,0.85,5.0,auto,linear,"{'pca__n_components': 0.85, 'svc__C': 5, 'svc__gamma': 'auto', 'svc__kernel': 'linear'}",0.5217391304347826,0.7555555555555555,0.7547169811320755,0.8,0.7555555555555555,0.7175134445355938,0.09940837132859748,31
15,0.039748001098632815,0.0037449075488621667,0.005493354797363281,0.0010304058037449554,0.85,5.0,auto,rbf,"{'pca__n_components': 0.85, 'svc__C': 5, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.6666666666666666,0.5882352941176471,0.7586206896551724,0.7916666666666666,0.72,0.7050378634212306,0.07171432672242124,40
