,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_svc__C,param_svc__gamma,param_svc__kernel,params,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,split4_train_f1_score,mean_train_f1_score,std_train_f1_score,split0_test_precision_score,split1_test_precision_score,split2_test_precision_score,split3_test_precision_score,split4_test_precision_score,mean_test_precision_score,std_test_precision_score,rank_test_precision_score,split0_train_precision_score,split1_train_precision_score,split2_train_precision_score,split3_train_precision_score,split4_train_precision_score,mean_train_precision_score,std_train_precision_score
0,0.006923580169677734,0.0007524639872720202,0.006766414642333985,0.000468399584632857,0.85,0.1,scale,linear,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6933333333333334,0.053333333333333365,33,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.9696969696969697,0.7156785243741766,0.12700922266139658,0.5,0.5,0.5,0.5,1.0,0.6,0.2,43,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.9411764705882353,0.5753320683111955,0.1829222011385199
1,0.006395530700683594,0.00016163797826965816,0.006500101089477539,7.795880683292205e-05,0.85,0.1,scale,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6933333333333334,0.053333333333333365,33,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,1.0,0.7217391304347827,0.1391304347826087,0.5,0.5,0.5,0.5,1.0,0.6,0.2,43,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,1.0,0.5870967741935484,0.2064516129032258
2,0.006238794326782227,0.0003256501272283579,0.006688070297241211,0.00024030853768661393,0.85,0.1,auto,linear,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'auto', 'svc__kernel': 'linear'}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6933333333333334,0.053333333333333365,33,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.9696969696969697,0.7156785243741766,0.12700922266139658,0.5,0.5,0.5,0.5,1.0,0.6,0.2,43,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.9411764705882353,0.5753320683111955,0.1829222011385199
3,0.006243753433227539,0.0001051386899504671,0.007507038116455078,0.0011561035583211024,0.85,0.1,auto,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.1, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6933333333333334,0.053333333333333365,33,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,1.0,0.7217391304347827,0.1391304347826087,0.5,0.5,0.5,0.5,1.0,0.6,0.2,43,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,1.0,0.5870967741935484,0.2064516129032258
4,0.006045341491699219,0.0001416597248167811,0.009637403488159179,0.0033559096851517264,0.85,0.5,scale,linear,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.6666666666666666,0.6666666666666666,0.8,0.75,0.8,0.7366666666666667,0.06000000000000004,19,0.967741935483871,0.967741935483871,0.9375,0.8823529411764706,1.0,0.9510673624288426,0.03963894752419446,1.0,0.6,0.6666666666666666,0.75,1.0,0.8033333333333333,0.16746475582773962,1,0.9375,0.9375,0.8823529411764706,0.7894736842105263,1.0,0.9093653250773993,0.07057115359421119
5,0.006742143630981445,0.0009412081818259891,0.006829214096069336,0.0005465080450557022,0.85,0.5,scale,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.8,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8,0.7563636363636365,0.03562894171320988,5,1.0,1.0,0.967741935483871,1.0,1.0,0.9935483870967742,0.0129032258064516,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.6761904761904762,0.16605329308726377,26,1.0,1.0,0.9375,1.0,1.0,0.9875,0.024999999999999998
6,0.006833505630493164,0.0009492577614654868,0.006877374649047851,0.0006198234230711497,0.85,0.5,auto,linear,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'auto', 'svc__kernel': 'linear'}",0.6666666666666666,0.6666666666666666,0.8,0.75,0.8,0.7366666666666667,0.06000000000000004,19,0.967741935483871,0.967741935483871,0.9375,0.8823529411764706,1.0,0.9510673624288426,0.03963894752419446,1.0,0.6,0.6666666666666666,0.75,1.0,0.8033333333333333,0.16746475582773962,1,0.9375,0.9375,0.8823529411764706,0.7894736842105263,1.0,0.9093653250773993,0.07057115359421119
7,0.006101274490356445,0.00011224007318820294,0.006622457504272461,8.11039032570138e-05,0.85,0.5,auto,rbf,"{'pca__n_components': 0.85, 'svc__C': 0.5, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6933333333333334,0.053333333333333365,33,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,1.0,0.7217391304347827,0.1391304347826087,0.5,0.5,0.5,0.5,1.0,0.6,0.2,43,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,1.0,0.5870967741935484,0.2064516129032258
8,0.006163930892944336,8.798745197745245e-05,0.006571674346923828,0.00011894966463972049,0.85,1.0,scale,linear,"{'pca__n_components': 0.85, 'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.75,0.6666666666666666,0.8,0.5714285714285714,0.8,0.7176190476190476,0.08785165810728647,27,0.967741935483871,0.967741935483871,0.9333333333333333,0.875,0.9696969696969697,0.942702834799609,0.036480290137661506,0.75,0.6,0.6666666666666666,0.6666666666666666,1.0,0.7366666666666666,0.14,12,0.9375,0.9375,0.9333333333333333,0.8235294117647058,0.9411764705882353,0.914607843137255,0.045606837865946374
9,0.006238365173339843,0.00014074974533629956,0.0064925670623779295,8.221776118194702e-05,0.85,1.0,scale,rbf,"{'pca__n_components': 0.85, 'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.7272727272727273,0.6,0.8,0.7272727272727273,0.8,0.7309090909090908,0.07309000451724287,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5714285714285714,0.5,0.6666666666666666,0.5714285714285714,1.0,0.6619047619047619,0.1771530975022693,38,1.0,1.0,1.0,1.0,1.0,1.0,0.0
